symbol,name,lastSale,marketCap,ipoYear,sector,industry,summary
FSFG,"First Savings Financial Group, Inc.",33.98,$74.92M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsfg
FSLR,"First Solar, Inc.",67.48,$6.87B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr
FSBK,First South Bancorp Inc,8.28,$78.61M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fsbk
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,28.0639,$43.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpa
BICK,First Trust BICK Index Fund,19.72,$8.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bick
FBZ,First Trust Brazil AlphaDEX Fund,11.2124,$2.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fbz
FCAN,First Trust Canada AlphaDEX Fund,22.38,$8.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcan
FTCS,First Trust Capital Strength ETF,39.69,$125.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftcs
FCA,First Trust China AlphaDEX Fund,19.01,$17.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fca
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,45.85,$151.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdt
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,31.61,$7.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdts
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,20.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fvc
FV,First Trust Dorsey Wright Focus 5 ETF,21.635,$3.92B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fv
IFV,First Trust Dorsey Wright International Focus 5 ETF,16.97,$754.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifv
FEM,First Trust Emerging Markets AlphaDEX Fund,19.27,$152.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fem
FEMB,First Trust Emerging Markets Local Currency Bond ETF,42.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/femb
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,29.53,$33.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fems
FTSM,First Trust Enhanced Short Maturity ETF,59.86,$128.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsm
FEP,First Trust Europe AlphaDEX Fund,28.99,$388.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fep
FEUZ,First Trust Eurozone AlphaDEX ETF,31.29,$10.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feuz
FGM,First Trust Germany AlphaDEX Fund,36.6,$237.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fgm
FTGC,First Trust Global Tactical Commodity Strategy Fund,20,$175.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftgc
FTHI,First Trust High Income ETF,19.98,$5.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fthi
HYLS,First Trust High Yield Long/Short ETF,47.41,$455.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyls
FHK,First Trust Hong Kong AlphaDEX Fund,30.842,$174.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhk
FTAG,First Trust Indxx Global Agriculture ETF,4.1,$3.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftag
FTRI,First Trust Indxx Global Natural Resources Income ETF,9.96,$10.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftri
FPXI,First Trust International IPO ETF,25.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpxi
YDIV,First Trust International Multi-Asset Diversified Income Index,16.6911,$13.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ydiv
SKYY,First Trust ISE Cloud Computing Index Fund,29.69,$486.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skyy
FJP,First Trust Japan AlphaDEX Fund,44.02,$90.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fjp
FLN,First Trust Latin America AlphaDEX Fund,15.564,$4.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fln
FTLB,First Trust Low Beta Income ETF,19.7271,$4.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftlb
LMBS,First Trust Low Duration Opportunities ETF,50.8511,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lmbs
FMB,First Trust Managed Municipal ETF,52.8564,$21.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmb
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.42,$929.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mdiv
QABA,First Trust NASDAQ ABA Community Bank Index Fund,36.71,$99.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qaba
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,14.87,$70.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qcln
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,34.7499,$12.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grid
CIBR,First Trust NASDAQ Cybersecurity ETF,16.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cibr
CARZ,First Trust NASDAQ Global Auto Index Fund,32.635,$55.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/carz
RDVY,First Trust NASDAQ Rising Dividend Achievers ETF,20.83,$23.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdvy
FONE,First Trust NASDAQ Smartphone Index Fund,36.53,$10.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fone
TDIV,First Trust NASDAQ Technology Dividend Index Fund,26.95,$576.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdiv
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,42.57,$591.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqew
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,39.83,$149.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqxt
QTEC,First Trust NASDAQ-100- Technology Index Fund,43.11,$329.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qtec
AIRR,First Trust RBA American Industrial Renaissance ETF,17.5424,$55.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/airr
QINC,First Trust RBA Quality Income ETF,21.77,$10.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qinc
FTSL,First Trust Senior Loan Fund ETF,47.58,$311.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsl
FKO,First Trust South Korea AlphaDEX Fund,24.12,$3.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fko
FCVT,First Trust SSI Strategic Convertible Securities ETF,24.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcvt
FDIV,First Trust Strategic Income ETF,47.9301,$19.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdiv
FSZ,First Trust Switzerland AlphaDEX Fund,40.11,$236.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsz
FTW,First Trust Taiwan AlphaDEX Fund,30.05,$9.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftw
TUSA,First Trust Total US Market AlphaDEX ETF,24.5585,$6.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tusa
FKU,First Trust United Kingdom AlphaDEX Fund,37.32,$250.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fku
FUNC,First United Corporation,11.04,$69.05M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/func
SVVC,"Firsthand Technology Value Fund, Inc.",7.5,$57.77M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/svvc
FMER,FirstMerit Corporation,21.11,$3.5B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmer
FSV,FirstService Corporation,40.42,$1.4B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/fsv
FISV,"Fiserv, Inc.",103.37,$23.05B,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/fisv
FIVE,"Five Below, Inc.",41.355,$2.26B,2012,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/five
FPRX,"Five Prime Therapeutics, Inc.",41.49,$1.15B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fprx
FIVN,"Five9, Inc.",8.99,$460.68M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/fivn
FLML,Flamel Technologies S.A.,10.97,$441.37M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flml
FLKS,"Flex Pharma, Inc.",11.34,$203.61M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flks
FLXN,"Flexion Therapeutics, Inc.",9.42,$203.19M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flxn
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,51.26,$7.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skor
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,52.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lkor
MBSD,FlexShares Disciplined Duration MBS Index Fund,24.72,$21.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbsd
ASET,FlexShares Real Assets Allocation Index Fund,25.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aset
QLC,FlexShares US Quality Large Cap Index Fund,25.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qlc
FLXS,"Flexsteel Industries, Inc.",43.32,$329.71M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/flxs
FLEX,Flextronics International Ltd.,12.215,$6.7B,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex
FLIR,"FLIR Systems, Inc.",32.98,$4.54B,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir
FLDM,Fluidigm Corporation,8.32,$239.98M,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/fldm
FFIC,Flushing Financial Corporation,21.71,$629.26M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffic
FOMX,Foamix Pharmaceuticals Ltd.,6.79,$208.04M,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/fomx
FOGO,"Fogo de Chao, Inc.",16.2499,$456.29M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/fogo
FONR,Fonar Corporation,14.96,$96.25M,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fonr
FES,Forbes Energy Services Ltd,0.4778,$10.61M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/fes
FORM,"FormFactor, Inc.",7.265,$428M,2003,Technology,Semiconductors,http://www.nasdaq.com/symbol/form
FORTY,Formula Systems (1985) Ltd.,30,$441.59M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/forty
FORR,"Forrester Research, Inc.",34.73,$617.64M,1996,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/forr
FTNT,"Fortinet, Inc.",31,$5.32B,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
FBIO,"Fortress Biotech, Inc.",3.16,$153.32M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fbio
FWRD,Forward Air Corporation,45.34,$1.38B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/fwrd
FORD,"Forward Industries, Inc.",1.28,$11.08M,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/ford
FWP,Forward Pharma A/S,17.78,$827.03M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fwp
FOSL,"Fossil Group, Inc.",42.47,$2.04B,1993,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/fosl
FMI,"Foundation Medicine, Inc.",18.25,$630.37M,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/fmi
FXCB,"Fox Chase Bancorp, Inc.",19.47,$229.11M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/fxcb
FOXF,Fox Factory Holding Corp.,15.85,$586.85M,2013,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/foxf
FRAN,Francesca&#39;s Holdings Corporation,19.64,$795.05M,2011,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fran
FELE,"Franklin Electric Co., Inc.",31.94,$1.47B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/fele
FRED,"Fred&#39;s, Inc.",15.19,$567.27M,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/fred
FREE,FreeSeas Inc.,0.0144,$477.36 ,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/free
RAIL,"Freightcar America, Inc.",15.17,$187.27M,2005,Capital Goods,Railroads,http://www.nasdaq.com/symbol/rail
FEIM,"Frequency Electronics, Inc.",9.95,$86.86M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/feim
FRPT,"Freshpet, Inc.",7.51,$251.86M,2014,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/frpt
FTR,Frontier Communications Corporation,5.47,$6.39B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftr
FTRPR,Frontier Communications Corporation,102.26,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftrpr
FRPH,"FRP Holdings, Inc.",35.25,$346.88M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/frph
FSBW,"FS Bancorp, Inc.",25.4,$79.99M,2012,Finance,Banks,http://www.nasdaq.com/symbol/fsbw
FTD,"FTD Companies, Inc.",26.22,$726.66M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ftd
FSYS,"Fuel Systems Solutions, Inc.",5.55,$100.42M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/fsys
FTEK,"Fuel Tech, Inc.",1.73,$40.08M,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/ftek
FCEL,"FuelCell Energy, Inc.",6.57,$190.41M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/fcel
FORK,Fuling Global Inc.,2.7,$42.48M,2015,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/fork
FULL,Full Circle Capital Corporation,2.52,$56.63M,2010,n/a,n/a,http://www.nasdaq.com/symbol/full
FULLL,Full Circle Capital Corporation,25.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fulll
FLL,"Full House Resorts, Inc.",1.45,$27.51M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/fll
FULT,Fulton Financial Corporation,13.39,$2.32B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fult
FSNN,"Fusion Telecommunications International, Inc.",1.79,$26.33M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fsnn
FFHL,"Fuwei Films (Holdings) Co., Ltd.",0.7,$9.14M,2006,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ffhl
GK,"G&K Services, Inc.",74.7,$1.49B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/gk
WILC,"G. Willi-Food International,  Ltd.",3.75,$49.15M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/wilc
GAIA,"Gaiam, Inc.",6.27,$153.81M,1999,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/gaia
GLPG,Galapagos NV,42.34,$1.65B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glpg
GALT,Galectin Therapeutics Inc.,1.4301,$41.22M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galt
GALTU,Galectin Therapeutics Inc.,4.19,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galtu
GALTW,Galectin Therapeutics Inc.,0.26,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galtw
GALE,"Galena Biopharma, Inc.",1.485,$269.89M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gale
GLMD,Galmed Pharmaceuticals Ltd.,5.0201,$55.73M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glmd
GLPI,"Gaming and Leisure Properties, Inc.",31.54,$3.68B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/glpi
GPIC,Gaming Partners International Corporation,9.85,$78.1M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/gpic
GRMN,Garmin Ltd.,39.69,$8.26B,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/grmn
GGAC,Garnero Group Acquisition Company,9.93,$184.73M,2014,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ggac
GGACR,Garnero Group Acquisition Company,0.17,n/a,2014,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ggacr
GGACU,Garnero Group Acquisition Company,10.05,$131.29M,2014,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ggacu
GGACW,Garnero Group Acquisition Company,0.06,n/a,2014,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ggacw
GARS,Garrison Capital Inc.,10.72,$174.23M,2013,n/a,n/a,http://www.nasdaq.com/symbol/gars
GENC,Gencor Industries Inc.,14.84,$141.55M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/genc
GNCMA,"General Communication, Inc.",18.58,$717.69M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/gncma
GFN,General Finance Corporation,4.51,$117.6M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/gfn
GFNCP,General Finance Corporation,72,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/gfncp
GFNSL,General Finance Corporation,22.1501,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/gfnsl
GENE,Genetic Technologies Ltd,2.32,$26.53M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gene
GNMK,"GenMark Diagnostics, Inc.",5.26,$224.9M,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gnmk
GNCA,"Genocea Biosciences, Inc.",5.9199,$166.66M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnca
GHDX,"Genomic Health, Inc.",25.48,$840.35M,2005,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ghdx
GNTX,Gentex Corporation,15.46,$4.47B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/gntx
THRM,Gentherm Inc,41.08,$1.49B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/thrm
GNVC,"GenVec, Inc.",0.7894,$13.63M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gnvc
GTWN,"Georgetown Bancorp, Inc.",20.5,$37.74M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gtwn
GEOS,Geospace Technologies Corporation,12.2,$162.6M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/geos
GABC,"German American Bancorp, Inc.",32.31,$491.8M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gabc
GERN,Geron Corporation,2.995,$475.96M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gern
GEVO,"Gevo, Inc.",0.2501,$5.88M,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gevo
ROCK,"Gibraltar Industries, Inc.",28.28,$885.69M,1993,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/rock
GIGM,GigaMedia Limited,2.785,$30.78M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/gigm
GIGA,Giga-tronics Incorporated,1.46,$13.94M,1983,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/giga
GIII,"G-III Apparel Group, LTD.",47.8,$2.18B,1989,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/giii
GILT,Gilat Satellite Networks Ltd.,4.66,$206.59M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/gilt
GILD,"Gilead Sciences, Inc.",94.12,$128.65B,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gild
GBCI,"Glacier Bancorp, Inc.",25.62,$1.95B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gbci
GLAD,Gladstone Capital Corporation,7.48,$175.27M,2001,n/a,n/a,http://www.nasdaq.com/symbol/glad
GLADO,Gladstone Capital Corporation,24.78,$54.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glado
GOOD,Gladstone Commercial Corporation,16.31,$367.79M,2003,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/good
GOODN,Gladstone Commercial Corporation,25.5012,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodn
GOODO,Gladstone Commercial Corporation,25.3,$29.1M,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodo
GOODP,Gladstone Commercial Corporation,25.68,$25.68M,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodp
GAIN,Gladstone Investment Corporation,6.99,$211.59M,2005,n/a,n/a,http://www.nasdaq.com/symbol/gain
GAINN,Gladstone Investment Corporation,24.0718,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gainn
GAINO,Gladstone Investment Corporation,24.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gaino
GAINP,Gladstone Investment Corporation,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gainp
LAND,Gladstone Land Corporation,9.95,$99.43M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/land
GLBZ,Glen Burnie Bancorp,10.7,$29.71M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/glbz
GBT,"GLOBAL BLOOD THERAPEUTICS, INC.",16.09,$491.18M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gbt
ENT,Global Eagle Entertainment Inc.,8.51,$669.3M,2011,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ent
GBLI,Global Indemnity plc,30.82,$540.51M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/gbli
GBLIZ,Global Indemnity plc,24.23,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/gbliz
GPAC,Global Partner Acquisition Corp.,9.68,$187.85M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpac
GPACU,Global Partner Acquisition Corp.,9.8,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpacu
GPACW,Global Partner Acquisition Corp.,0.17,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpacw
SELF,"Global Self Storage, Inc.",4.9,$36.34M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/self
GSOL,Global Sources Ltd.,8.08,$190.67M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/gsol
ACTX,Global X Guru Activist ETF,12.5999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/actx
QQQC,Global X NASDAQ China Technology ETF,21.2,$16.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqqc
SOCL,Global X Social Media Index ETF,18.35,$76.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/socl
